Headline,Comment
Headline 2668,best place to buy them? my photos are booked for April 16 and I should probably order soon!
Headline 2669,I splurged on breakfast and got donuts for my nieces (5 year old and 7year old) and I this morning. I got glazed and strawberry frosted and ate the strawberry frosted first and the baby started really kicking or punching cause my niece (5 year...
Headline 2670,"I have belly pain that is kind of all over my stomach but primarily by my belly button. It is a very weird achey sensation and if I move, lay down or walk it hurts even more. It feels like it’s my uterus but don’t know what to do to help it....."
Headline 2671,"I had a scan done yesterday at 25 weeks, was told baby is in the 94th percentile for estimated fetal weight (LGA). Doctor said he’s not concerned with baby, but has slight concerns about GD for me since I have an extensive history of Type 1..."
Headline 2672,"Hi everyone, FTM here and hoping to get some advice/experienced opinions on if anyone has had similar experiences. I am 28+5 for reference! I had a pretty busy day 3 days ago, I cleaned my house and then went to some stores with a friend so..."
Headline 2673,Anyone else have a red belly? This was before my shower so it’s not due to any hot water. It has been itching all day but I have avoided scratching it and just looked right now in the mirror and noticed how red it is. It’s only red on my belly...
Headline 2674,Idk why this is such a struggle with me the third time around ??????‍♀️ BUTTT is this a weird middle name with the first name because of the spelling. I am not budging on the spelling of either names...
Headline 2675,Write down your favourite freezer meal ideas that will last atleast 3 months in a deep freezer. Also any breastfeeding snack ideas.I’m due May 6th! So hitting 30 weeks and thinking in the next couple weeks I’ll start freezer meal prepping (no...
Headline 2676,"I’m almost 28 weeks, I’m a plus size woman and started sleeping on my stomach again!It’s the only way that I can sleep now! Is that okay? lol"
Headline 2677,i failed the 1 hr and now feel this ominous feeling that I have GD.anyone else retesting this week?trying to stay hopeful.   I Either have it or I don't and right now it's out of my control.
Headline 2678,"STM, if this sounds crazy, let me know lol. I think my son is getting too big to lay on me. I feel like it’s restricting my breathing. Will him laying on me harm the new baby?"
Headline 2679,"I was set to go take my 3- hour glucose test this morning. i fasted, stopped eating at 11 pm last night. I sadly kept waking up every other hour. stomach growling, baby girl kicking like crazy, i finally got up and took a shower ( wasn’t hot..."
Headline 2680,I am 25 weeks pregnant and I’ve gained just under 20 lbs so far. My last 2 appointments my doctor has made comments about my weight saying “it’s not the holidays anymore” or “you know you’re not actually eating for two” and it feels like he...
Headline 2681,"did you pass or Fail your 3 hour one.if failed 3 hour one, are you doing ok? did you have a prior history of GD? i am 38 years old. last pregnancies were fine no diabetes.my level was 143. and freaking out a little. testing blood sugar 4x a..."
Headline 2682,Should I still have hope that I could pass ? The night before I had cake for Valentine’s Day (was told I didn’t have to fast until the morning of) so I’m wondering if that affected anything. I feel 100% fine 24/7. Going for my 3 hour on Monday...
Headline 2683,Literally have had zero nausea this whole pregnancy… now I’m 28 weeks 2 days and I’ve been miserable and puking for three days… ??
Headline 2684,Expecting my third son this may. Any experienced mamas have any advice for me on the transition from 2-3 kids? I found 1-2 very easy. Will this be the same?
Headline 2685,"Hello! We have solid hardwood and solid bamboo floors in our home, including the nursery. I know that babies and toddlers will create accidents and spills. If you have solid hardwood or solid bamboo (not engineered wood as I know that some of..."
Headline 2686,Hi I’m 30 weeks pregnant and have really sharp lower abdominal cramping almost at my cervix like is being pulled open or like really bad period pains.Is this normal? Did anyone experience this?No bleeding or liquid just pain ??
Headline 2687,"Hi everyone!Those having a sprinkle, what are you wearing? Mines just coworkers, debating do I need to wear a dress? Or jeans and nice top? Idk why I’m agonizing over this but it’s in 3 weeks!"
Headline 2688,"Hello, any easy activities/ideas to keep my older kids entertained after baby comes home? I’m not opposed to tv but we watch too much. They love to play and are the best little players, but I do need some moments of calmness where they are doing..."
Headline 2689,"Has this happened to anyone else? Woke up wet. Happened to me last night. I’m 99% sure it was pee, but I had a moment of panic that it was water breaking because it happened when I was asleep. TMI: smelled like pee. Can’t seem to get rid of..."
Headline 2690,"Looking to buy a baby monitor for this May baby and our May 2021 baby (she’ll be moving to a toddler bed). I don’t know anything about good cameras, but is there a monitor that has 2 cameras/motion detector?What’s been best for your family?"
Headline 2691,"Hey y’all I hope you are doing well ??. I was just wondering if anyone is experiencing this as well/ has, and I’m going to try my best to explain it. So I noticed lately that I will randomly get these feelings of “wrongness”, almost..."
Headline 2692,"Went to the doctor yesterday he’s saying baby is head down in my pelvis, I’m 26 +1 and when I walk my vagina feels heavy, can barely stand straight. I kinda pressed on my inner lip it’s swollen. Anyone experienced this? I’m at the point to where..."
Headline 2693,"Please I need help y’all, I need some recommendations on what I should for my neck. My butt getting dark, breast getting dark and neck. I just want to cry sometimes because my body is not the same anymore and I’m so disgusted by it and I hate..."
Headline 2694,at 28 weeks 2 days and baby boy's weight is estimated at near 3lbs/1.35kg... is that the norm?
Headline 2695,Feel like my appetite has gone crazy! I super cautious of tracking my weight and intake and I’m just finding it exhausting. I’ve had an ed previously which doesn’t help. For the first time in like 13 years I feel like not monitoring my intake/weight...
Headline 2696,"Through much of my pregnancy, I spend a lot of time looking up what to get for baby as I am a first time mom. I’ve never had a child before so I wanted to rely on other people’s advice. Of course you get the unsolicited advice coming your way..."
Headline 2697,"just a vent post here. last year on this date i was being scheduled for my d&c after a missed miscarriage at 11 weeks, which made it my second miscarriage in a row. today even though i am 28w4d pregnant, i am anxious and overly stressed about..."
Headline 2698,"I bought a block of chocolate from Trader Joes to chop up and put in cookie dough to bake. One of the ingredients is chocolate liqueur. Google says there is no alcohol in it but when i look up if pregnant women can have it, it says no. Sooo..."
Headline 2699,"My little girl will be just over two when my son is born. For you mommas who went from 1 to 2, tell me all about it. How should I prep, what advice do you have, etc."
Headline 2700,"Hi Guys,Third trimester here.I feel like the last 2 weeks I have been irritable, and my husband has liked to make that clear. This past weekend I have been sick and drained with a head cold, and for the past 2 days my husband and I have been..."
Headline 2701,my 8 month old is refusing to eat all of a sudden.  she didn't eat more than a couple bites at dinner and hasn't nursed in about 7 hours. she cried herself to sleep (while I rocked her and walked around) for a nap and again at bed time. she...
Headline 2702,I’m looking for a sippy cup for my baby to drink water. Any moms know of any good cups? My baby is turning 9 months in a few few days and I’m looking for one that is good/durable.
Headline 2703,"My 8-month old started spontaneously screaming today out of nowhere, nothing seemed to happen. This has happened a couple of times and it’s a little worrisome. Does this sound familiar to anyone?"
Headline 2704,"Is anyone else STRUGGLING financially?? We’re having a hard time even getting bills paid, credit cards racking up, with two kids and we both work full time. It’s so rough right now and I’m always stressed. We don’t go on vacations or live “lavishly”....."
Headline 2705,"all of a sudden, my baby sounds raspy. she's active, has no fever, has no cough, and has no runny nose. her voice sounds like she has a sore throat, but she doesn't have other symptoms. I wonder what this could be."
Headline 2706,My 8.5m baby refuses to drink water. She drinks her milk and eats her solids but not water. Anybody else face this ? Any recommendations?
Headline 2707,"Hi! Have any of you experienced this? Tonight my daughter was so tired before bedtime and when I was changing her and putting pjs on, she just kept getting more and more upset to the point where she did like the holding her breath before screaming..."
Headline 2708,"Is anyone else’s 8 month old still in a bedside bassinet? Our pediatrician said to wait until 12 months to move to crib but that seems excessive to me. I’m ready for him to transition… but I don’t know how.But also, at the same time he keeps..."
Headline 2709,"My daughter has a hot red spot in her right arm. Any ideas? Also trying to get in touch with our doctorEDIT: she’s had carrots and breast milk only today, and we haven’t been outside"
Headline 2710,I’ve decided I really need to catch up on my sleep before we have another so… IUd recs? What’s working well for yall?I’ve had the mirena before and didn’t care for it - the hormones crashed my libido and not having a period just seemed very...
Headline 2711,Do you have one you love? Thanks!
Headline 2712,"Do your babies not cry anymore when you set them in their crib? My daughter was showing signs of not wanting to be rocked to sleep anymore, so I decided it was time to sleep train. She sleeps great and started sleeping through the night at 3m,..."
Headline 2713,My little one is 8 months old and my milk supply has taken a sudden drop. She is allergic to formula so the only option has been mothers milk. Is it even possible to get the supply up again ? Has anybody had any luck ? Any tips on how to get...
Headline 2714,"Moms how long did this phase last for you? FTM and of course I love that she loves me that much, but it’s draining some days when all she wants is me and cries otherwise ???? she doesn’t even want dad right now and..."
Headline 2715,My baby has been having false starts at bedtime for weeks. Any tips for how to help her stay asleep ?!She is a great napper - usually takes 2 naps and both are around 2 hours long. Should I not let her sleep that long? Would you wake baby right...
Headline 2716,How many bottles and ounces are your babies drinking these days? And how many meals ?I’m finding it so hard to get him to finish his bottles these days!
Headline 2717,"I’m traveling to visit family in a few weeks and I’m looking for all the travel tips please!!! My son is combo fed, I make all of his food at home (we’re an ingredient house, not a prepackaged food house), we will fly (less than 3 hours), and..."
Headline 2718,"I had a massive clogged duct in my left boob last week, i'm talking like the whole front of my boob. Got it to go away in 2 days using ice/ibuprofen, then this week it came back. got it to go away again using same method however my supply has..."
Headline 2719,"For EBF moms, when your period came back how long did it take for it to become regular again? I got mine back last month but started it again today a full week earlier than usual."
Headline 2720,"Hi! My baby eats 3 meals a day, purées but I’ve been thickening them up. Does anyone give their baby any melts or puffs and have any brand recommendations?Im a nervous FTM & don’t do BLW, so was wondering if these snacks are completely dissolvable?"
Headline 2721,My girl will be 9 months on Saturday. She's been sitting unsupported since 5.5 months and is very close to crawling. She is also able to sit up on her own from tummy position. She does not like to stand though. She will occasionally stand on...
Headline 2722,"I was wondering if it's is safe to apply regular lubricants ""inside"" to help with painful sex? Or are there brands specifically for that? 8 months post partum and still struggling with dryness and pain. Please share brands, lubricants that you..."
Headline 2723,Is anyone going to feed therapy for their little ones? Our girl loves purée but gags with solids and has choked.We are not sure what to expect.
Headline 2724,"Bub is 9 months old, and approximately 22 pounds. Has anyone had any experience with Seven Baby slings? I have a $40 gift card, but have some questions regarding their AP slings. Mostly, are they comfortable, if I get the large one would my..."
Headline 2725,"Hi everyone! I have a 6 month old now and wanted to ask this group about solids. My LO refuses to try any kind of solids. I’ve tried purees, chunkier purees, and BLW. She doesn’t like any of it and will gag until she throws up. Just the mushy..."
Headline 2726,Does anyone have bumps on their scalp/head? I have this little bump on the corner of my head in the back it’s like I can squeeze it and it’s a little lump. It’s under the skin. I have noticed it before and it’s been the same size but every time...
Headline 2727,"Lots of posts on the 8 month regression right now but I’m going to throw another one out. We’ve been battling with naps for the couple of weeks, in that it takes my daughter forever to get to sleep and then the naps are short. Bedtime has been..."
Headline 2728,Hey Mamas my LO 9 month check up is coming up. What should I expect? Are there any necessary vaccines? I want to be mentally prepared
Headline 2729,"If you are co-sleeping, how do you keep your little one safe? If you are using a co-sleeper, which is your favorite?"
Headline 2730,"I haven’t pumped overnight in months. Last pump typically 9-10 pm and first pump at 5. However, I have mastitis. I caught it early and started antibiotics. I am wondering if I should wake and pump overnight until the clog comes out? Or keep..."
Headline 2731,What are your guys’ thoughts on crib bumpers at 9 months? I’m so sick of her waking herself up hitting the sides of the crib waking herself up and I’m always worried she’s going to get hurt!
Headline 2732,"My little guy has got the biggest appetite ever.  He breastfeeds maybe 3 times throughout the day, but the child can eat almost as much as me when it comes to solids. If we are going on a road trip, he can down 3-5 of those pouch baby foods..."
Headline 2733,Anyone else still feel uncomfortable having sex? We tried like twice and both times it was so uncomfortable so we gave up and now I’m just scared to try again but I feel like it’s such a important part for having a strong relationship ??any...
Headline 2734,"I’m not sure if this is because my son (just turned 9 months) has become very very active (almost walking, nonstop on the go from the moment he’s up, etc)…but I’m shocked that his Wake windows have become shorter and we are back to 3 naps a..."
Headline 2735,"I need help. I am so sick I can’t keep any water down, how do I make sure my milk supply doesn’t tank? How do I prevent baby from getting this? She won’t take a bottle. I’m scared she’d end up in hospital if she gets it. I’ve never been so sick..."
Headline 2736,My LO is 9 months old and absolutely amazing.. but she has 0 chill and seems so much more high maintenance than a lot of my friends babies lol.She loses her mind during diaper changes and fusses when I get her dressed or if she’s uncomfortable...
Headline 2737,Did your baby fall or went up on the curve after introducing solids? My girl just had her appointment and have been steadily at 50% height and weight and 25 head since birth. Curious about the other babes
Headline 2738,Looking for any blogs or Instagram accounts that post healthy recipes for baby and the whole family! Trying to get my 9 month old into more solids.Thanks!!
Headline 2739,Moms I need help :( my anxiety about baby not being ok is through the roof ??My baby has an egg allergy and we are really safe about washing our hands and mouths after eating anything with egg so he’ doesn’t get a rash. This is...
Headline 2740,So my libido has been shot since having a baby and really haven’t thought too much into birth control methods. . My husband on the other hand has been pressuring me to seek a birth control method since the baby was born so we don’t end up with...
Headline 2741,Since my girl has started to stand on everything she’s constantly falling and bruising herself. Anyone else? Definitely makes me look like mother of the year… ??‍??
Headline 2742,Can’t believe our May babies are so close to being 1 year olds ???? we just turned 9 months today ??♥️
Headline 2743,"Hi all! It’s been a rough 3 weeks for me. My 8 month old started having some spasm kind of involuntary actions 3 weeks back. I got multiple videos and shared it with 3 pediatricians, pediatrician did a nuero consult and we did a 1 hour eeg just..."
Headline 2744,"So I saw this today scrolling through my Facebook account and I was wondering What if they constantly tell you “that’s not how God wants unity to be” or “that’s between you and God, if that’s how you want it.” ? I didn’t cut off my sister in..."
Headline 2745,My partner and I had unprotected sex twice during my ovulation window (according to my app) and I’m 3 days late and been nauseous on a few mornings but 3 tests and all negative. I’m so confused right now. Anyone else had this happen?
Headline 2746,"Going to Disney next week with my May baby. Has anyone been on a trip like this with a baby around this age? Looking for all the advice, tips, and tricks!For context it’s about a 7.5 hour road trip with no stops so we are leaving super early..."
Headline 2747,How do you do it!? I am going back to work and the thought of only seeing the kids for 4-5 hours 5/7 days a week makes me wanna vomit! I have a 2.5 and a 8 month old and I know I have to but it makes me heart hurt!
Headline 2748,I gave my baby steamed broccoli over the weekend on starting Sunday she has been pooping a TON. It’s been three days and the blowouts and poops will not stop! Anyone have this experience? This is my second baby and I don’t remember my first...
Headline 2749,"is anyone else’s little one not interested in crawling? he only wants to sit and stand, he won’t move in his walker just bounces."
Headline 2750,My son recently got diagnosed with scarlet fever at my local ER but his strep culture came back negative and they didn’t test him for Scarlet fever directly (idk if they have a test for that). I didn’t know if the rash could be something else?...
Headline 2751,For weeks now I have been having contractions and lightning crotch on and off. Baby keeps dropping into my pelvis then wiggling up. I’m done and ready to have this baby. One day it feels like I’m getting close the next day I feel great other...
Headline 2752,I’m so done… can’t wait for her to be on the outside lol
Headline 2753,Anyone else? My nose is super stuffed for the mash couple of weeks and usually almost completely blocked off at night. So then I breathe through my mouth but my mouth gets so horribly dry that it wakes me up. I’ve recently also been waking up...
Headline 2754,Had to put on a pad cs of how bad my discharge was coming out uncontrollably does this look like it could be a part of my mucus plug ?
Headline 2755,"Our sweet girl arrived just a few days before her May 1st due date on 4/28! I unfortunately had to be induced due to gestational hypertension and boy was it a labor. 36 hours of labor, 2 epidurals, nearly needing an emergent c-section, finally..."
Headline 2756,"I swear my vagina feels like somebody straight up kicked it yesterday and today and I do not remember this with my first two pregnancies ?? I am only 36 weeks, not huge, and yet I’m hobbling around in pain. No seggs has happened..."
Headline 2757,Hello! Looking for recommendations of people who have had success finding doctors in Union/Morris/Essex counties of vaccine friendly doctors! I am due end of May and looking to find a pediatrician asap!! Any help you can offer is great thank...
Headline 2758,FTM HERE. Okay so how long did it take for your bulb to fall out because for me it went in easy and about 15 mins later it fell out and I’m just confused on if it can actually work that fast my cervix was already soft which is why it went in...
Headline 2759,Wish me luck! I am so excited to meet my little girl.
Headline 2760,"Our team green is officially blue! Baby boy arrived Friday afternoon but now we need a name!!!!!! Older brother Everett, older sister Julia. What goes with those for a boy? My grandmothers maiden name is Smith and I was thinking about using..."
Headline 2761,I’ve been invited to two events this month . One the day of my due date 5/21 and the other one later that week. I’m 37w1d today and have been having some high bp readings here and there. Ob hasn’t talked inducing yet but we shall see. My numbers...
Headline 2762,Hey Mamas!I was sitting in the drive-thru ordering lunch and out of nowhere I see spots. It lasted for about 10 seconds and went away. I always have normal BP readings. No other symptoms. Would you be concerned? My nurse line takes HOURS to...
Headline 2763,Well on Friday I was sent to the hospital to be induced due to blood pressure. I thought we were going to end up having an April baby. But after a 63hr induction and 3.5hrs of pushing our little boy showed up at 6:43 this morning on May 1st...
Headline 2764,2nd time mom and currently 37w3d… Who else has had it? I woke up at 11:30pm the night before last and had a strong contraction. Then thought my water broke only to find a ton of mucus. Then it started. Every 12 minutes I was having contractions...
Headline 2765,Hi- this is very silly and I’m too embarrassed to ask my OBGYN because it seems so trivial so I thought I would ask the community here. I’m having a schedule c section for my second child. Are gel nails permitted? Or does that even matter?
Headline 2766,38 weeks. I’m soooo tired of feeling like ***!Im so emotional & exhausted. I haven’t even truly nested or even packed my hospital bag ?? Last week I was only 1cm dilated. I’m just so done with this pregnancy & ready for my baby...
Headline 2767,I turned 38 weeks today! I’ve been vomiting since Saturday night it’s not like it’s uncontrollably vomiting it’s just mostly feeling queasy throughout the day and not wanted to because of it but once I eat I end up throwing up my water hasn’t...
Headline 2768,Anyone have info on which one is better? Ameda Mya Joy Plus or Medela Pump in Style?
Headline 2769,Anyone due on May 10th .. anyone went into labour or delivered a baby ???
Headline 2770,"Hey there! I’m 36 weeks, 2 days and I’ve noticed a change in my bowel movement color over the last two days. It’s gone from the normal brown color to more more of a dark green color. Just wondering if anyone else has experienced this. I know..."
Headline 2771,what are you all using? haven't been pregnant in 5 years until now. wanted something postpartum  . lent someone my belly bandit :(
Headline 2772,"I’m 38wks + 1 day today and I’m 3cm dilated, 90% effaced and baby boy is extremely low. I’ve been having back pain for the last two days and just feeling very uncomfortable in general. Don’t know if that’s just pregnancy overall or if labor..."
Headline 2773,"Little Irys was due on May 13th and made her appearance on April 29, her daddy’s birthday! At exactly 38 weeks!"
Headline 2774,"Hi guys,My little girl has been breech since my anatomy scan at 20weeks, and just found out at my 36week scan that she’s still in that position.We decided to schedule a c section at 39 weeks instead of trying to move her out of her comfy position.My..."
Headline 2775,1- Is it normal for ob to want to do cervical checks even if you’re having a scheduled C-section?I cant seem to remember if I ever had one done with my 2nd (csection) but I remember them being super painful and always starting up contractions...
Headline 2776,I’m so torn . I live 2 hours away from my mom and sister and she’s turning 14 this year. I’m due May 29th and her birthday is May 16th. Being that her birthday is in the middle of the week I would imagine they would do a birthday dinner the...
Headline 2777,So does everyone lose their mucus plug when they are dilating or effacing because I remember with my first I was closed shut up until 41+4 days where I lost my plug and was only 1 cm dilated I’m just curious if you could dilate but not lose...
Headline 2778,beenn having it for past few days ... not sure anyone else expiernce this
Headline 2779,Last night I was moaning and groaning in my sleep from pain and then I woke up around 1:30 and had diarrhea and was up till 3:30 going back and forth from bed to the bathroom. The rest of the night was just half asleep with super intense back...
Headline 2780,"I don’t know what’s going on today, maybe baby finally dropped? But I am having AWFUL pelvic pain and rectal pressure whenever I walk today to the point I couldn’t walk without my husband helping me. If I lay down, it takes the pressure off..."
Headline 2781,Happy May ladies! I’m getting induced this Thursday! Who else is getting induced this week??
Headline 2782,"I am 38 weeks pregnant and have had swelling most of my third trimester, but this morning, as soon as I got out of bed, my right foot was super swollen. Almost to the point where I couldn’t put on my shoes for work. I also noticed that my fingers..."
Headline 2783,Sebastian O'Neil
Headline 2784,"I has my cervix checked at my 37 week appointment today and she told me I’m 2 cm and 50% effaced, baby girl is head down. ?? I know it doesn’t mean much and labor can still be weeks away but it’s exciting to know I’ve made progress..."
Headline 2785,"Is there a “latest time in the day” dr’s will start a non emergent induction? Due date is tomorrow, have an induction scheduled for 41 weeks. I have a regular appointment tomorrow. No signs of labor at all. But mentally really struggling to..."
Headline 2786,Had my 38 week apt today and was all hopeful for the sweep but she checked and had to do a “fake one” today where she just kind of poked at my cervix because it was closed. I was so discouraged as I’ve been having so much cramping lately I was...
Headline 2787,every time I cough or sneeze.  I am over it! Csection is 5/4.
Headline 2788,Does anyone else most feel movements as body waves/rolls? I feel kicks once and awhile but I’d say 99% of my baby’s movements are more like full body rolls and waves.Baby is definitely head down and I’m wondering if these movements mean he’s...
Headline 2789,https://youtu.be/7SkbHdjPYhoHas anyone tried this video yet? The reviews are amazing! I just did it at 5pm and the comments say some of these women went into labor within 5 hours or 1 day! I’m already 4cm so I’m ready for this baby girl!!
Headline 2790,So I went to L&D at around 2 am today due to bleeding and contractions following the 5-1-1 rule. When I had my appointment this past Friday I was 2 cm dilated and when I showed up at the hospital I was at a 3. They hooked me up to the machines...
Headline 2791,"I wasn’t nervous before, but I will be 36 weeks tomorrow, and baby girl has 1 more week to turn before we need to discuss other options. I was told an ECV would be recommended; however, I think I’m going to opt out and get a c section instead...."
Headline 2792,I’m finding that couch sleep is the best sleep at this late stage in the game! Something about the way I’m feeling nestled against the back rest of the couch is exactly what i need! But i feel like a crazy lady leaving my perfectly nice bed...
Headline 2793,Due date is tomorrow and I’m so excited for baby to be here but I’ve absolutely loved being pregnant so my best friend did a final photo shoot to help me always remember this time! And they turned out absolutely beautiful! Share your favorite...
Headline 2794,https://www.facebook.com/reel/609252577751653?fs=e&s=TIeQ9V&mibextid=0NULKw
Headline 2795,"Anyone else’s baby only really moving after being poked/pushed? The last two days my guy has been a bit quieter than normal but if I sit down and push or poke him, he will move. My Dr says the goal is 10 movements in 2 hours. If I were to lay..."
Headline 2796,FTM- I’m 39 weeks today & i get some braxton hicks once in a while but baby boy still hasn’t dropped yet but still good strong movements going on. I started curb walking and i feel like he pushes himself more up. i’m about to start some ball...
Headline 2797,"Hey mamas, how do you moms cope with baby’s quiet days?"
Headline 2798,The moment (the DAY) I hit my due date at 40 weeks people would not stop contacting me. It’s like a switch flipped and all the sudden they assumed that I was DYING because I am still pregnant. Do people really think the due date an obgyn gives...
Headline 2799,"I was due may 8th but had to get induced at 37,6 days. I’m no longer a may mom, but an April 24th mom ??She was here in 4h, and even if it was a painful induction and even more painful epidural, I would do it a thousand time again.She..."
Headline 2800,**update: I’ve definitely been having waves of lighter contractions!! I’m hoping these get stronger tonight_______Lol symptom spotting like crazy now that due date is 8 days away.I was induced for my first before I was even dilated so I never...
Headline 2801,I’ve never been a fan of skinny jeans…. And it seems the only plus maternity jeans I can find are skinny or distressed so much I  ant wear them to the office. Does anyone have any tips on a place to find straight fit plus maternity jeans or...
Headline 2802,"I’ve had some very emotional days and have not been sleeping well at all. Our 3 year old has asked a couple of times “mommy, why are you sad”. It’s heartbreaking and I tell her I’m tired and she makes me so happy. Anyone else? Trying to push..."
Headline 2803,Anyone have any luck getting rid of pimples with the limited products were allowed to use. I have this ginormous one on my cheek that I can’t seem to get rid of and it’s right front and center on my face ??
Headline 2804,"Hi Friends,Does anyone have any thoughts if I have a regular PPO and My husband adds me to his regular PPO does that help get all the hospital bills covered?I have heard the max out of pocket with High Deductible plans are good for years you..."
Headline 2805,i have a 12 year old and 9 year old and told them yesterday.  am 11 weeks! they really wanted to tell 5 year old so we did today ! i was going to wait until NIPt results but gave in!they are happy! so excited!now just hope 5 year old doesn't...
Headline 2806,Anyone with an early May baby and know their gender? Will I find out at my ultrasound this Friday?
Headline 2807,listeria outbreak on east coast. I'm regretting that turkey sandwich I had at a nice deli last week 😬😬https://www.cnn.com/2022/11/09/health/deli-meat-cheese-listeria-wellness/index.html
Headline 2808,"Hi Mamas! I would love your opinions on this! My husband and I are expecting our first baby and recently moved across the country. I start a new job the first week of December. So, when I start, I will be 17 weeks. I have not told them that..."
Headline 2809,What week did you feel you “popped”? I’m 15+3 and just look bloated lol
Headline 2810,Winter has hit where I live and I’m needing some thicker/warmer leggings? Anyone found any they like?
Headline 2811,What are your guesses?? I’m horrible at reading scans!
Headline 2812,"I think where I live, I’ll be told to stop work at 37 weeks.What’s everyone doing?"
Headline 2813,"I feel like I’m hungry all the time, but I’m afraid to overeat and have trouble losing weight after the baby comes. Anyone else feel like this? Or have any words of encouragement?"
Headline 2814,"I’m about 14w2d pregnant… I had blood work done for the NIPT test that detects genetic conditions and the sex of the baby… if you’ve had this done, how long did your results take to come back?"
Headline 2815,Idk why my doctor is choosing to do my NIPT testing soo late!! I’ll be 16 weeks by the time I get it! My other two were done around 10 to 12 weeks…God forbid something is wrong smh I’ll almost be halfway through my pregnancy before I find out!...
Headline 2816,"So this will be our forth. I'm actually a bit afraid of my familys reaction. I have lots of siblings, but only one of them has children yet and they are all big on education and career but not big on children. So, I fear they think: WHAT, ANOTHER??So..."
Headline 2817,Just left my ultrasound appointment — i am currently 12 weeks & 5 days but i am being told my munchkin is measuring 6 days ahead (13 weeks & 3 days) is anyone else being told this?
Headline 2818,Just got my ultrasound and I’m 10 weeks 5 days. Heartbeat was 155. The ultrasound was done abdominally.
Headline 2819,Waiting for nipt results but they’re taking forever!!
Headline 2820,My first is a boy and I adore my little guy! I for sure thought we would be having another boy because my husband comes from a household full of boys and I only have brothers. Yesterday we found out that we are having a little GIRL!!I’m still...
Headline 2821,Wanting to do a gender reveal for our families on thanksgiving. Any creative ideas on how to announce that tie in thanksgiving??
Headline 2822,I’m 11 weeks 5 days. I have an appointment today but I can’t help but dread it. I have a bad feeling. Send thoughts and prayers please!
Headline 2823,"Don’t want to get into the details, but just feel absolutely empty. I don’t know what else to say."
Headline 2824,I've been dealing with intense tension headaches since hitting second trimester. Anyone else? Any recommendations?
Headline 2825,Anyone have any guesses? We find out in 2 weeks ????
Headline 2826,"My daughter will be 1 in two weeks and will be 18 months when baby boy come salong. any advice, products, or must haves for baby boy vs girl and dealing with 2 under 2. I'm a SAHM and full time student with 4 kids that will be between newborn-..."
Headline 2827,"Hello! I had my Natera blood draw on 11/4, processed on 11/9. Wondering how long it takes after the blood moves into processing!"
Headline 2828,I’m 13 weeks and our tech told us that she guesses it’s a girl based off of three lines she saw. Has anyone else’s tech done this and was it accurate?! Just got my blood drawn yesterday too for the NIPT so hopefully we’ll know for sure soon????
Headline 2829,"Every time I have sex with my husband, the next day I can see lot of mucus plug. I’m at 12w n 5 days. Is that anything serious?"
Headline 2830,"Hi, I am 13 weeks and I’ve been spitting for 4 weeks now… is anyone else going through this or been through this? What have you done to stop it?"
Headline 2831,Wanted to know the gender very badly
Headline 2832,Anyone good with skull theory!? Would love to hear what people think! This is 12 weeks 5 days.
Headline 2833,"Those who’ve had sore throats while pregnant, what helped you? Going to get tested for strep today ?? but this is the worst sore throat I’ve ever had in my life. I’ve been living on popsicles and tea with honey, but nothing is..."
Headline 2834,
Headline 2835,Just got my ultrasound pictures and I’m a little bummed at how tiny they are. Like 2x3 inches. I was hoping to use them for my pregnancy reveal but they’ll be minuscule and not worth it. I was thinking to use my first babies ultrasound but I...
Headline 2836,"I was just wondering if you guys have found anything that helps with having no appetite? There is not one single food that sounds good to me at all, in fact I get nauseous thinking about food. I’m really starting to get in my head that it’s..."
Headline 2837,"Idk why, but I’m definitely about to make noodles and 2 boiled eggs lol. ????"
Headline 2838,Eek I’m falling behind. My doctor ordered the routine bloodwork a while ago but I haven’t had time to get it done. Is their any risks with not having it done yet
Headline 2839,"I feel the round ligament pain is so much worse with this pregnancy (baby 3) idk if that’s normal from muscle memory cause it’s my 3rd, or if it’s from the previous 2 being c sections but ugh and hopefully this morning sickness goes away.. I..."
Headline 2840,Anyone else have headaches or feel slightly dizzy when standing? Not sure if this normal but Im 11w1d.
Headline 2841,"11w5d, any home remedies for heart burn? Really enjoying my first pregnancy, but the heart burn i can’t take"
Headline 2842,"We just found out our May 12 baby is a boy! We have a few names - Miles, Oliver, Owen, Luke, but not set on any of them. What names are on your boy list?"
Headline 2843,My hormones seem to be really acting up! I watched father of the bride movie and there is this once scene where the father remembers his daughter being a baby becoming a toddler and now getting married. I have an almost 3 year old daughter and...
Headline 2844,"Hi all, I’m 12+2, would anyone guess gender by nub theory for me? :) thank you"
Headline 2845,What do we think? Boy or girl?
Headline 2846,so one day I seen that my boyfriend son had worms. I told him about it. and he didn't believe me. 2 days later my 19 month old had worms in his diaper. and obviously now I've got worms I'm 14 weeks pregnant and do t know what to do.
Headline 2847,"13 week scan today, just for fun, we will find out in a few weeks for sure."
Headline 2848,Any one thrifting their maternity clothes? Everything is so expensive and for me to wear it a few months it doesn’t seem worth it. Has anyone thrifted maternity clothes? If so what was your experience like?
Headline 2849,"Has anyone experienced this? Just some slightly uncomfortable twinges on the left side of my lower abdomen, pretty low and pretty far to the left. I’m starting to wonder if maybe I have a UTI? I don’t have any other symptoms of a UTI though...."
